sample	cluster	ST	Species	Dataset	Host	Source	year
SRR7724616	23	167	Escherichia coli	Contextual	Avian	Context	2017
SB279406964	21	131	Escherichia coli	SB27	Human	Human	2019
SB2710441447	29	345	Escherichia coli	SB27	Turkey	Animal	2021
SB2710442258	27	607	Escherichia coli	SB27	Pork	Animal	2019
SB278790481	14	95	Escherichia coli	SB27	Human	Human	2018
SB2710442230	11	399	Escherichia coli	SB27	Beef	Animal	2019
SB278790301	5	-	Escherichia coli	SB27	Human	Human	2018
SB2710442648	29	4532	Escherichia coli	SB27	Beef	Animal	2019
SB278790514	10	1193	Escherichia coli	SB27	Human	Human	2018
SB278790798	7	-	Escherichia coli	SB27	Human	Human	2018
SB278791380	9	23	Escherichia coli	SB27	Chicken	Animal	2018
SRR7291010	29	4748	Escherichia coli	Contextual	Human	Context	2018
SB278344687	21	131	Escherichia coli	SB27	Human	Human	
SB279407023	16	73	Escherichia coli	SB27	Human	Human	2019
SB2710442236	7	101	Escherichia coli	SB27	Pork	Animal	2019
SRR11354615	16	73	Escherichia coli	Contextual	Human	Context	2018
SRR7031308	23	10	Escherichia coli	Contextual	Laboratory	Context	2017
SB279408513	28	706	Escherichia coli	SB27	Turkey	Animal	2019
SB279408392	4	141	Escherichia coli	SB27	Turkey	Animal	2019
SRR9924632	13	38	Escherichia coli	Contextual	Human	Context	2017
SB279407291	4	141	Escherichia coli	SB27	Human	Human	2019
SB2710442142	11	10066	Escherichia coli	SB27	Pork	Animal	2018
SRR7031331	24	48	Escherichia coli	Contextual	Laboratory	Context	2017
SB279407101	14	95	Escherichia coli	SB27	Human	Human	2019
SB279406466	12	3580	Escherichia coli	SB27	Turkey	Animal	2018
SB278790836	3	12	Escherichia coli	SB27	Human	Human	2018
SB279406802	28	491	Escherichia coli	SB27	Human	Human	2019
SRR7724561	22	648	Escherichia coli	Contextual	Avian	Context	2017
SB278790834	21	131	Escherichia coli	SB27	Human	Human	2018
SB279406799	14	95	Escherichia coli	SB27	Human	Human	2019
SB278791780	9	88	Escherichia coli	SB27	Chicken	Animal	2018
SRR7724569	23	10	Escherichia coli	Contextual	Avian	Context	2017
SRR8280081	29	300	Escherichia coli	Contextual	Bovine	Context	2017
SB2710441980	20	58	Escherichia coli	SB27	Beef	Animal	2018
SB278790509	10	1193	Escherichia coli	SB27	Human	Human	2018
SB279407264	2	127	Escherichia coli	SB27	Human	Human	2019
SB279408904	16	73	Escherichia coli	SB27	Human	Human	2020
SB278791715	16	73	Escherichia coli	SB27	Human	Human	2017
SB2710441506	29	3188	Escherichia coli	SB27	Beef	Animal	2021
SRR14861817	17	1851	Escherichia coli	Contextual	Human	Context	2016
SRR6079421	8	11	Escherichia coli	Contextual	Human	Context	2017
SB279407161	2	127	Escherichia coli	SB27	Human	Human	2019
SB2710443000	23	-	Escherichia coli	SB27	Beef	Animal	2020
SB279407282	14	95	Escherichia coli	SB27	Human	Human	2019
SRR14138306	29	1079	Escherichia coli	Contextual	Human	Context	2017
SB278791627	22	379	Escherichia coli	SB27	Human	Human	2017
SRR10310400	22	648	Escherichia coli	Contextual	Human	Context	2017
SB2710442146	27	216	Escherichia coli	SB27	Pork	Animal	2018
SB279407948	29	1308	Escherichia coli	SB27	Pork	Animal	2019
SB2710442615	27	472	Escherichia coli	SB27	Beef	Animal	2019
SB278791829	18	117	Escherichia coli	SB27	Chicken	Animal	2018
SB279406750	19	69	Escherichia coli	SB27	Human	Human	2019
SB2710442948	29	4532	Escherichia coli	SB27	Beef	Animal	2020
SB279407799	21	131	Escherichia coli	SB27	Human	Human	2020
SB279406886	21	131	Escherichia coli	SB27	Human	Human	2019
SB279408773	23	10	Escherichia coli	SB27	Turkey	Animal	2020
SB279408704	29	6419	Escherichia coli	SB27	Beef	Animal	2020
SB278791618	3	2604	Escherichia coli	SB27	Human	Human	2017
SB278791397	11	399	Escherichia coli	SB27	Pork	Animal	2018
SB279407304	10	1193	Escherichia coli	SB27	Human	Human	2019
SB278790588	28	10249	Escherichia coli	SB27	Human	Human	2018
SRR7223110	8	11	Escherichia coli	Contextual	Human	Context	2018
SB278344961	14	95	Escherichia coli	SB27	Human	Human	
SB278790476	16	73	Escherichia coli	SB27	Human	Human	2018
SB278790455	22	62	Escherichia coli	SB27	Human	Human	2018
SB279408565	9	652	Escherichia coli	SB27	Chicken	Animal	2019
SB279407099	2	127	Escherichia coli	SB27	Human	Human	2019
SB279406765	2	6091	Escherichia coli	SB27	Human	Human	2019
SB278791292	26	-	Escherichia coli	SB27	Turkey	Animal	2018
SB279407831	29	1611	Escherichia coli	SB27	Turkey	Animal	2019
SRR7187908	8	11	Escherichia coli	Contextual	Human	Context	2017
SB2710196348	10	404	Escherichia coli	SB27	Human	Human	2020
SRR7031336	23	10	Escherichia coli	Contextual	Laboratory	Context	2017
SB279406558	29	1844	Escherichia coli	SB27	Turkey	Animal	2018
SB278791434	29	164	Escherichia coli	SB27	Beef	Animal	2018
SB278791090	29	1304	Escherichia coli	SB27	Human	Human	2018
SB278790743	21	131	Escherichia coli	SB27	Human	Human	2017
SRR7474043	8	11	Escherichia coli	Contextual	Human	Context	2018
SB278791838	25	57	Escherichia coli	SB27	Chicken	Animal	2018
SRR7266794	8	11	Escherichia coli	Contextual	Human	Context	2018
SB279408188	12	162	Escherichia coli	SB27	Pork	Animal	2019
SRR7285596	29	16	Escherichia coli	Contextual	Human	Context	2017
SB279406724	21	131	Escherichia coli	SB27	Human	Human	2019
SB279408898	21	131	Escherichia coli	SB27	Human	Human	2020
SB279407771	28	80	Escherichia coli	SB27	Human	Human	2020
SRR10310428	23	10	Escherichia coli	Contextual	Human	Context	2016
SB279408814	22	-	Escherichia coli	SB27	Chicken	Animal	2020
SB278344583	21	131	Escherichia coli	SB27	Human	Human	
SB278344468	4	141	Escherichia coli	SB27	Human	Human	
SB278790227	14	95	Escherichia coli	SB27	Human	Human	2018
SB2710442252	29	5976	Escherichia coli	SB27	Beef	Animal	2019
SRR7064622	20	2025	Escherichia coli	Contextual	Bovine	Context	2017
SB278791340	11	399	Escherichia coli	SB27	Pork	Animal	2018
SB279406511	20	58	Escherichia coli	SB27	Chicken	Animal	2018
SB279407233	21	131	Escherichia coli	SB27	Human	Human	2019
SB279407273	4	141	Escherichia coli	SB27	Human	Human	2019
SRR3194378	8	11	Escherichia coli	Contextual	Bovine	Context	2016
SB278344513	10	1193	Escherichia coli	SB27	Human	Human	
SRR7026290	23	617	Escherichia coli	Contextual	Human	Context	2017
SB278790380	23	10	Escherichia coli	SB27	Human	Human	2018
SB279406866	21	131	Escherichia coli	SB27	Human	Human	2019
SB2710442311	29	345	Escherichia coli	SB27	Beef	Animal	2019
SRR9924635	13	38	Escherichia coli	Contextual	Human	Context	2017
SRR11473244	18	117	Escherichia coli	Contextual	Poultry	Context	2016
SB2710442381	29	109	Escherichia coli	SB27	Beef	Animal	2019
SB2710442180	20	223	Escherichia coli	SB27	Beef	Animal	2019
SRR7026294	29	6823	Escherichia coli	Contextual	Water/River	Context	2018
SB278344487	19	69	Escherichia coli	SB27	Human	Human	
SB279407072	21	131	Escherichia coli	SB27	Human	Human	2019
SB2710441811	2	127	Escherichia coli	SB27	ND/Other	Context	
SB278790942	9	410	Escherichia coli	SB27	Human	Human	2018
SRR14138328	16	73	Escherichia coli	Contextual	Canine	Context	2017
SRR14138365	9	88	Escherichia coli	Contextual	Canine	Context	2017
SB278344694	14	95	Escherichia coli	SB27	Human	Human	
SB279408183	17	1385	Escherichia coli	SB27	Turkey	Animal	2019
SRR7439130	24	1114	Escherichia coli	Contextual	Swine	Context	2018
SRR11473255	14	140	Escherichia coli	Contextual	Poultry	Context	2016
SB279408882	10	1193	Escherichia coli	SB27	Human	Human	2020
SB279408549	21	131	Escherichia coli	SB27	Chicken	Animal	2019
SB2710442281	29	2280	Escherichia coli	SB27	Beef	Animal	2019
SB278791834	7	101	Escherichia coli	SB27	Chicken	Animal	2018
SB278790819	22	-	Escherichia coli	SB27	Human	Human	2018
SB2710442226	29	1246	Escherichia coli	SB27	Beef	Animal	2019
SB279407947	24	48	Escherichia coli	SB27	Turkey	Animal	2019
SRR10310399	22	648	Escherichia coli	Contextual	Human	Context	2017
SRR7186371	25	32	Escherichia coli	Contextual	Bovine	Context	2017
SRR6680332	29	1613	Escherichia coli	Contextual	Avian	Context	2017
SB278791248	23	10	Escherichia coli	SB27	Turkey	Animal	2018
SB279408571	25	1850	Escherichia coli	SB27	Turkey	Animal	2019
SB279406971	21	-	Escherichia coli	SB27	Human	Human	2019
SRR11047680	24	1491	Escherichia coli	Contextual	Human	Context	2017
SB278791773	29	641	Escherichia coli	SB27	Chicken	Animal	2018
SB279406999	21	131	Escherichia coli	SB27	Human	Human	2019
SB279407830	18	117	Escherichia coli	SB27	Chicken	Animal	2019
SB279407110	16	73	Escherichia coli	SB27	Human	Human	2019
SRR11354630	13	38	Escherichia coli	Contextual	Human	Context	2018
SRR5037305	8	11	Escherichia coli	Contextual	Human	Context	2016
SB279407326	2	127	Escherichia coli	SB27	Human	Human	2019
SB279408903	17	357	Escherichia coli	SB27	Human	Human	2020
SB2710442245	27	1823	Escherichia coli	SB27	Pork	Animal	2019
SB279408176	18	117	Escherichia coli	SB27	Chicken	Animal	2019
SB279407376	28	372	Escherichia coli	SB27	Human	Human	2019
SB279408363	9	23	Escherichia coli	SB27	Chicken	Animal	2019
SB279408493	25	-	Escherichia coli	SB27	Chicken	Animal	2019
SB279406524	29	641	Escherichia coli	SB27	Chicken	Animal	2018
SB2710442978	23	744	Escherichia coli	SB27	Turkey	Animal	2020
SB279407958	17	2556	Escherichia coli	SB27	Turkey	Animal	2019
SB278790546	10	404	Escherichia coli	SB27	Human	Human	2018
SB278791599	20	2025	Escherichia coli	SB27	Beef	Animal	2018
SB279406531	18	117	Escherichia coli	SB27	Chicken	Animal	2018
SRR6079446	8	11	Escherichia coli	Contextual	Human	Context	2017
SB278790572	14	95	Escherichia coli	SB27	Human	Human	2018
SRR14138275	24	1286	Escherichia coli	Contextual	Canine	Context	2017
SB278344701	14	95	Escherichia coli	SB27	Human	Human	
SB279407073	21	131	Escherichia coli	SB27	Human	Human	2019
SB279406727	19	69	Escherichia coli	SB27	Human	Human	2019
SB278791080	16	73	Escherichia coli	SB27	Human	Human	2018
SB2710441475	29	5493	Escherichia coli	SB27	Beef	Animal	2021
SB2710442282	29	8755	Escherichia coli	SB27	Beef	Animal	2019
SB278791804	23	10	Escherichia coli	SB27	Chicken	Animal	2018
SRR7749328	20	58	Escherichia coli	Contextual	Bovine	Context	2017
SB278791443	12	162	Escherichia coli	SB27	Turkey	Animal	2018
SB278344576	29	1326	Escherichia coli	SB27	Human	Human	
SB279407888	19	69	Escherichia coli	SB27	Turkey	Animal	2019
SB278791711	21	131	Escherichia coli	SB27	Human	Human	2017
SB2710441599	11	6002	Escherichia coli	SB27	Beef	Animal	2018
SRR7724605	13	963	Escherichia coli	Contextual	Avian	Context	2017
SB278790394	5	569	Escherichia coli	SB27	Human	Human	2018
SB279407190	14	95	Escherichia coli	SB27	Human	Human	2019
SB2710442120	7	101	Escherichia coli	SB27	Pork	Animal	2018
SB278344878	29	3863	Escherichia coli	SB27	Human	Human	
SB278791843	25	57	Escherichia coli	SB27	Chicken	Animal	2018
SB279408840	20	155	Escherichia coli	SB27	Chicken	Animal	2019
SB278344530	19	69	Escherichia coli	SB27	Human	Human	
SB2710442187	11	536	Escherichia coli	SB27	Beef	Animal	2019
SB2710442480	27	5295	Escherichia coli	SB27	Pork	Animal	2019
SB2710442041	11	4774	Escherichia coli	SB27	Pork	Animal	2018
SB2710442151	27	197	Escherichia coli	SB27	Beef	Animal	2018
SB278791698	29	297	Escherichia coli	SB27	Human	Human	2017
SRR8359550	23	10	Escherichia coli	Contextual	Human	Context	2017
SB278791729	12	162	Escherichia coli	SB27	Human	Human	2018
SB2710442241	29	1423	Escherichia coli	SB27	Beef	Animal	2019
SRR13209820	29	33	Escherichia coli	Contextual	Human	Context	2018
SB2710442377	29	1079	Escherichia coli	SB27	Beef	Animal	2019
SRR13131700	24	301	Escherichia coli	Contextual	Human	Context	2018
SB278791512	29	351	Escherichia coli	SB27	Turkey	Animal	2018
SB279407183	21	131	Escherichia coli	SB27	Human	Human	2019
SB278790516	19	69	Escherichia coli	SB27	Human	Human	2018
SB278790531	21	131	Escherichia coli	SB27	Human	Human	2018
SB279407889	28	491	Escherichia coli	SB27	Turkey	Animal	2019
SRR11473253	18	117	Escherichia coli	Contextual	Poultry	Context	2016
SB279408356	7	-	Escherichia coli	SB27	Pork	Animal	2019
SRR7367408	8	11	Escherichia coli	Contextual	Human	Context	2016
SB278344899	2	127	Escherichia coli	SB27	Human	Human	
SB278344508	28	2554	Escherichia coli	SB27	Human	Human	
SB278790504	21	131	Escherichia coli	SB27	Human	Human	2018
SRR7724655	27	46	Escherichia coli	Contextual	Avian	Context	2017
SB2710442601	29	1308	Escherichia coli	SB27	Beef	Animal	2019
SB278790428	19	69	Escherichia coli	SB27	Human	Human	2018
SRR11354623	22	648	Escherichia coli	Contextual	Human	Context	2018
SRR5006330	8	11	Escherichia coli	Contextual	Human	Context	2016
SRR12206261	6	8802	Escherichia coli	Contextual	Poultry	Context	2018
SRR7191710	4	141	Escherichia coli	Contextual	Human	Context	2017
SB2710443003	29	602	Escherichia coli	SB27	Pork	Animal	2020
SB2710441478	20	155	Escherichia coli	SB27	Beef	Animal	2021
SB2710441490	28	355	Escherichia coli	SB27	Turkey	Animal	2021
SB279408553	18	117	Escherichia coli	SB27	Chicken	Animal	2019
SRR13209825	29	33	Escherichia coli	Contextual	Human	Context	2017
SB279406480	29	2388	Escherichia coli	SB27	Beef	Animal	2018
SB2710442974	18	117	Escherichia coli	SB27	Turkey	Animal	2020
SRR7456565	29	200	Escherichia coli	Contextual	Human	Context	2018
SB278790913	2	127	Escherichia coli	SB27	Human	Human	2018
SB278790434	21	131	Escherichia coli	SB27	Human	Human	2018
SRR8084429	28	372	Escherichia coli	Contextual	Canine	Context	2018
SB278790633	9	1426	Escherichia coli	SB27	Human	Human	2018
SB279408516	29	1148	Escherichia coli	SB27	Pork	Animal	2019
SRR6459240	24	656	Escherichia coli	Contextual	Bovine	Context	2017
SB2710442307	27	607	Escherichia coli	SB27	Pork	Animal	2019
SRR7276889	29	33	Escherichia coli	Contextual	Human	Context	2017
SB279407453	17	538	Escherichia coli	SB27	Human	Human	2019
SB278344654	16	73	Escherichia coli	SB27	Human	Human	
SB279407847	29	6488	Escherichia coli	SB27	Beef	Animal	2019
SRR11073109	27	6	Escherichia coli	Contextual	Human	Context	2018
SB279408154	9	23	Escherichia coli	SB27	Turkey	Animal	2019
SB2710441584	28	1386	Escherichia coli	SB27	Beef	Animal	2018
SB278790583	3	12	Escherichia coli	SB27	Human	Human	2018
SB279406796	28	4260	Escherichia coli	SB27	Human	Human	2019
SB279408384	29	-	Escherichia coli	SB27	Beef	Animal	2019
SB279406551	28	978	Escherichia coli	SB27	Turkey	Animal	2018
SB279406681	21	131	Escherichia coli	SB27	Human	Human	2018
SB278790770	21	131	Escherichia coli	SB27	Human	Human	2018
SB278790775	29	3188	Escherichia coli	SB27	Human	Human	2018
SB2710442186	24	165	Escherichia coli	SB27	Pork	Animal	2019
SB279408303	9	652	Escherichia coli	SB27	Chicken	Animal	2019
SB2710441514	29	1001	Escherichia coli	SB27	Beef	Animal	2021
SB279407147	25	3018	Escherichia coli	SB27	Human	Human	2019
SRR6001150	25	32	Escherichia coli	Contextual	Human	Context	2017
SRR12206293	23	10	Escherichia coli	Contextual	Human	Context	2018
SB2710442134	27	1973	Escherichia coli	SB27	Beef	Animal	2018
SB278791469	29	212	Escherichia coli	SB27	Turkey	Animal	2018
SB279407042	14	1231	Escherichia coli	SB27	Human	Human	2019
SB278790591	21	131	Escherichia coli	SB27	Human	Human	2018
SB278344816	14	95	Escherichia coli	SB27	Human	Human	
SB279406448	20	155	Escherichia coli	SB27	Chicken	Animal	2018
SRR10310426	21	131	Escherichia coli	Contextual	Human	Context	2016
SRR7724565	26	405	Escherichia coli	Contextual	Avian	Context	2017
SB279406762	14	95	Escherichia coli	SB27	Human	Human	2019
SB278791774	26	501	Escherichia coli	SB27	Chicken	Animal	2018
SRR11354616	2	127	Escherichia coli	Contextual	Human	Context	2018
SB278790873	10	1193	Escherichia coli	SB27	Human	Human	2018
SB278790585	28	80	Escherichia coli	SB27	Human	Human	2018
SRR7367358	22	59	Escherichia coli	Contextual	Human	Context	2018
SRR11473242	7	101	Escherichia coli	Contextual	Poultry	Context	2016
SRR11354596	21	131	Escherichia coli	Contextual	Human	Context	2018
SB279408061	29	2035	Escherichia coli	SB27	Beef	Animal	2019
SB2710441449	17	1317	Escherichia coli	SB27	Turkey	Animal	2021
SB279408577	29	6077	Escherichia coli	SB27	Beef	Animal	2019
SB278791740	10	404	Escherichia coli	SB27	Human	Human	2018
SB2710442054	29	2111	Escherichia coli	SB27	Beef	Animal	2018
SB279407375	2	127	Escherichia coli	SB27	Human	Human	2019
SB279406517	29	366	Escherichia coli	SB27	Chicken	Animal	2018
SB279407443	16	73	Escherichia coli	SB27	Human	Human	2019
SB278791466	24	48	Escherichia coli	SB27	Turkey	Animal	2018
SRR3742281	8	11	Escherichia coli	Contextual	Human	Context	2016
SB278791621	16	-	Escherichia coli	SB27	Human	Human	2017
SB279407390	21	131	Escherichia coli	SB27	Human	Human	2019
SRR7724590	13	963	Escherichia coli	Contextual	Avian	Context	2017
SB279408772	18	117	Escherichia coli	SB27	Turkey	Animal	2020
SB279407934	28	355	Escherichia coli	SB27	Turkey	Animal	2019
SB278790233	16	73	Escherichia coli	SB27	Human	Human	2018
SB279407157	16	73	Escherichia coli	SB27	Human	Human	2019
SB279406965	17	357	Escherichia coli	SB27	Human	Human	2019
SB2710442947	19	69	Escherichia coli	SB27	Turkey	Animal	2020
SB279407239	20	1432	Escherichia coli	SB27	Human	Human	2019
SB279408096	15	3168	Escherichia coli	SB27	Pork	Animal	2019
SRR14138295	29	1844	Escherichia coli	Contextual	Canine	Context	2017
SB279408711	19	69	Escherichia coli	SB27	Chicken	Animal	2020
SB2710442081	29	154	Escherichia coli	SB27	Beef	Animal	2018
SB2710442127	12	162	Escherichia coli	SB27	Beef	Animal	2018
SRR14138336	27	609	Escherichia coli	Contextual	Human	Context	2017
SB279408544	4	141	Escherichia coli	SB27	Turkey	Animal	2019
SB278790351	16	73	Escherichia coli	SB27	Human	Human	2018
SRR11354599	10	1193	Escherichia coli	Contextual	Human	Context	2018
SB279407362	14	95	Escherichia coli	SB27	Human	Human	2019
SB2710442637	27	-	Escherichia coli	SB27	Beef	Animal	2019
SRR7724577	28	5342	Escherichia coli	Contextual	Avian	Context	2017
SRR7286578	8	11	Escherichia coli	Contextual	Human	Context	2018
SB278345026	16	73	Escherichia coli	SB27	Human	Human	
SB2710443020	20	58	Escherichia coli	SB27	Turkey	Animal	2020
SB278791693	19	69	Escherichia coli	SB27	Human	Human	2017
SB278791332	25	-	Escherichia coli	SB27	Turkey	Animal	2018
SB279407467	2	127	Escherichia coli	SB27	Human	Human	2019
SRR7010290	28	725	Escherichia coli	Contextual	Plant	Context	2018
SB278791704	1	349	Escherichia coli	SB27	Human	Human	2017
SRR14138334	23	8682	Escherichia coli	Contextual	Canine	Context	2017
SB278791240	28	3601	Escherichia coli	SB27	Turkey	Animal	2018
SB278790369	16	73	Escherichia coli	SB27	Human	Human	2018
SB279406749	29	297	Escherichia coli	SB27	Human	Human	2019
SB279407124	2	127	Escherichia coli	SB27	Human	Human	2019
SRR7724572	19	69	Escherichia coli	Contextual	Avian	Context	2017
SB2710442147	29	7906	Escherichia coli	SB27	Pork	Animal	2018
SB279406919	21	131	Escherichia coli	SB27	Human	Human	2019
SRR12206198	9	23	Escherichia coli	Contextual	Poultry	Context	2018
SB278791338	12	3580	Escherichia coli	SB27	Turkey	Animal	2018
SB279407058	9	88	Escherichia coli	SB27	Human	Human	2019
SB279408116	22	1276	Escherichia coli	SB27	Chicken	Animal	2019
SB278344723	3	12	Escherichia coli	SB27	Human	Human	
SB279407102	4	141	Escherichia coli	SB27	Human	Human	2019
SB2710441611	29	196	Escherichia coli	SB27	Beef	Animal	2018
SRR4787896	28	80	Escherichia coli	Contextual	Human	Context	2016
SB279407148	16	73	Escherichia coli	SB27	Human	Human	2019
SB278791384	24	746	Escherichia coli	SB27	Turkey	Animal	2018
SRR7230378	8	11	Escherichia coli	Contextual	Human	Context	2017
SB2710442972	29	164	Escherichia coli	SB27	Beef	Animal	2020
